oid,traffic_sign_id,traffic_sign_code,traffic_sign_text,status,traffic_sign_source,traffic_sign_sector,status_date,last_update,date_import
#551,3121970,439,"בתוקף 24 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 06:00 עד 12:00  בימי ו' וערבי חג   מ 06:00 עד 12:00      ביתר הימים והשעות:   החניה בשני מקומות החניה   הראשונים הצמודים לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,03/01/2022,03/01/2022,22/12/2022 0:51
#552,3121985,439,"בתוקף 15 מ' מותרת פריקה וטעינה רציפה   לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 08:30 עד 17:00  ו' וערבי חג  מ 08:30 עד 15:00  רכב חונה בניגוד לחוק יגרר     ביתר הימים והשעות החניה מותרת לכל סוגי הרכב",קיים,ועדות,פריקה וטעינה,04/01/2022,04/01/2022,22/12/2022 0:51
#553,3121988,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 17:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,04/01/2022,04/01/2022,22/12/2022 0:51
#554,3122010,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00  בימי ו'   מ 08:00 עד 13:00    ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,05/01/2022,05/01/2022,22/12/2022 0:51
#555,3122036,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,06/01/2022,06/01/2022,22/12/2022 0:51
#556,3122056,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו'   מ 08:00 עד 17:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,06/01/2022,06/01/2022,22/12/2022 0:51
#557,3122067,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00   בימי ו' וערבי חג   מ 09:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,06/01/2022,06/01/2022,22/12/2022 0:51
#558,3122113,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00  בימי ו' וערבי חג   מ 09:00 עד 13:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,10/01/2022,10/01/2022,22/12/2022 0:51
#559,3122148,439,"בתוקף 18 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00  בימי  ו' וערבי חג   מ 09:00 עד 13:00   ביתר הימים והשעות:   החניה בשני המקומות החניה   הראשונים הצמודים לתמרור זה  מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,10/01/2022,10/01/2022,22/12/2022 0:51
#560,3122178,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 12:00    ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,12/01/2022,12/01/2022,22/12/2022 0:51
#561,3122186,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00   בימי ו' וערבי חג   מ 08:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,12/01/2022,12/01/2022,22/12/2022 0:51
#562,3122230,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/01/2022,18/01/2022,22/12/2022 0:51
#563,3122242,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/01/2022,18/01/2022,22/12/2022 0:51
#564,3122247,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00   בימי ו' וערבי חג   מ 07:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/01/2022,18/01/2022,22/12/2022 0:51
#565,3122280,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,20/01/2022,20/01/2022,22/12/2022 0:51
#566,3122466,439,בתוקף 24 מטר  בימי א' - ו'  מ-08:30 עד 14:00 פריקה וטעינה מותרת,קיים,ועדות,פריקה וטעינה,27/01/2022,27/01/2022,22/12/2022 0:51
#567,3122528,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 17:00  בימי  ו' וערבי חג   מ 08:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,30/01/2022,30/01/2022,22/12/2022 0:51
#568,3122533,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 17:00  בימי  ו' וערבי חג   מ 08:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,31/01/2022,31/01/2022,22/12/2022 0:51
#569,3122560,439,"בתוקף 8 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 13:00   בימי ו' וערבי חג   מ 09:00 עד 11:00     ביתר הימים והשעות   החניה מותרת לרכב   הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,31/01/2022,31/01/2022,22/12/2022 0:51
#570,3122721,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,03/02/2022,03/02/2022,22/12/2022 0:51
#571,3122776,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/02/2022,07/02/2022,22/12/2022 0:51
#572,3122778,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00  בימי ו' וערבי חג   מ 08:00 עד 13:00    ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/02/2022,07/02/2022,22/12/2022 0:51
#573,3122781,439,"בתוקף 24 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00  בימי ו' וערבי חג   מ 09:00 עד 13:00     ביתר הימים והשעות:   החניה בשני מקומות החניה   הראשונים הצמודים לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/02/2022,07/02/2022,22/12/2022 0:51
#574,3122797,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/02/2022,07/02/2022,22/12/2022 0:51
#575,3122801,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/02/2022,07/02/2022,22/12/2022 0:51
#576,3122889,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,10/02/2022,10/02/2022,22/12/2022 0:51
#577,3122891,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,10/02/2022,10/02/2022,22/12/2022 0:51
#578,3123027,439,"בתוקף 28 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00   בימי ו' וערבי חג   מ 09:00 עד 13:00     ביתר הימים והשעות:   החניה בשני מקומות החניה  הראשונים הצמודים לתמרור זה    מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,16/02/2022,16/02/2022,22/12/2022 0:51
#579,3123182,439,"בתוקף 11 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו'   מ 08:00 עד 12:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,24/02/2022,24/02/2022,22/12/2022 0:51
#580,3123649,439,"בתוקף 15 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00   בימי ו' וערבי חג   מ 07:00 עד 14:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,24/03/2022,24/03/2022,22/12/2022 0:51
#581,3123651,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00   בימי ו' וערבי חג   מ 08:00 עד 15:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,24/03/2022,24/03/2022,22/12/2022 0:51
#582,3123654,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,24/03/2022,24/03/2022,22/12/2022 0:51
#583,3123747,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 17:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,30/03/2022,30/03/2022,22/12/2022 0:51
#584,3123993,439,"מותרת פריקה וטעינה   רציפה לכלי רכב  המוגדרים ברשיונם  ""משא"",""מסחרי""ו""אחוד""  בלבד בימי א'-ה'  מ-09:00 עד-17:00  יום ו' וערבי חג   מ-09:00 עד-15:00  רכב אחר יגרר",קיים,אין מידע,פריקה וטעינה,12/04/2022,12/04/2022,22/12/2022 0:51
#585,3124020,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00  ו' וערבי חג   מ 07:00 עד 13:00    ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,13/04/2022,13/04/2022,22/12/2022 0:51
#586,3124067,439,"בתוקף 10 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00   ו' וערבי חג   מ 07:00 עד 12:00    ביתר הימים והשעות    החניה מותרת לרכב   הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,14/04/2022,14/04/2022,22/12/2022 0:51
#587,3124071,439,"בתוקף 6 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:30 עד 15:00   בימי ו' וערבי חג   מ 08:30 עד 13:00     ביתר הימים והשעות    החניה מותרת לרכב   הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,14/04/2022,14/04/2022,22/12/2022 0:51
#588,3124073,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,14/04/2022,14/04/2022,22/12/2022 0:51
#589,3124171,439,מותרת  פריקה וטעינה  א' - ה'  09:00 עד 16:00   בשאר הימים והשעות  חניה מותרת,קיים,אין מידע,פריקה וטעינה,26/04/2022,26/04/2022,22/12/2022 0:51
#590,3124188,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,26/04/2022,26/04/2022,22/12/2022 0:51
#591,3124194,439,"בתוקף   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו' וערבי חג '   מ 07:00 עד 12:00     ביתר הימים והשעות:   החניה בשני מקום החניה    הראשונים הצמודים לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,27/04/2022,27/04/2022,22/12/2022 0:51
#592,3124327,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 16:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,03/05/2022,03/05/2022,22/12/2022 0:51
#593,3124329,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,03/05/2022,03/05/2022,22/12/2022 0:51
#594,3124524,439,"מותרת פריקה וטעינה רציפה   לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 07:00 עד 17:00  ו' וערבי חג מ 07:00 עד 13:00  רכב חונה בניגוד לחוק יגרר     ביתר הימים והשעות  החניהמותרת לכל סוגי הרכב",קיים,ועדות,פריקה וטעינה,11/05/2022,11/05/2022,22/12/2022 0:51
#595,3124525,439,"מותרת פריקה וטעינה רציפה   לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 07:00 עד 17:00  ו' וערבי חג מ 07:00 עד 13:00  רכב חונה בניגוד לחוק יגרר     ביתר הימים והשעות  החניהמותרת לכל סוגי הרכב",קיים,ועדות,פריקה וטעינה,11/05/2022,11/05/2022,22/12/2022 0:51
#596,3124538,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 17:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,11/05/2022,11/05/2022,22/12/2022 0:51
#597,3124542,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 19:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,12/05/2022,12/05/2022,22/12/2022 0:51
#598,3124546,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,12/05/2022,12/05/2022,22/12/2022 0:51
#599,3124624,439,"בתוקף 7 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00       ביתר הימים והשעות    החניה מותרת לרכב   הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,16/05/2022,16/05/2022,22/12/2022 0:51
#600,3124815,439,"בתוקף 12 מ' מותרת פריקה וטעינה רציפה  לכלי רכב המוגדרים ברשיונם  ""משא"",""מסחרי""ו""אחוד"" בלבד  ימים א'-ה' מ-09:00 עד-17:00  ביתר הימים והשעות:  החניה במקום החניה הראשון  הצמוד לתמרור זה  מיועד לרכב הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,17/07/2022,17/07/2022,22/12/2022 0:51
#601,3124845,439,"בתוקף 12 מ'  מותרת פריקה וטעינה  רציפה לכלי רכב  המוגדרים ברשיונם ""משא"", ""מסחרי""  ו""אחוד"" בלבד בימי א-ה מ-08:00 עד 16:00  ביתר הימים והשעות: החניה במקום החניה הראשון הצמוד לתמרור זה מיועד לרכב הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,18/07/2022,18/07/2022,22/12/2022 0:51
#602,3124990,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 17:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,21/06/2022,21/06/2022,22/12/2022 0:51
#603,3124992,439,"בתוקף 21 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00    ביתר הימים והשעות:   החניה בשני מקומות החניה   הראשונים הצמודים לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,22/06/2022,22/06/2022,22/12/2022 0:51
#604,3124996,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 12:00 עד 17:00      ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,22/06/2022,22/06/2022,22/12/2022 0:51
#605,3125000,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 17:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,22/06/2022,22/06/2022,22/12/2022 0:51
#606,3125076,439,"בתוקף 6 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 18:00   ו' וערבי חג   מ 08:00 עד 14:00     ביתר הימים והשעות:   החניה מותרת לרכב    הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,28/06/2022,28/06/2022,22/12/2022 0:51
#607,3125100,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 19:00   ו' וערבי חג   מ 07:00 עד 15:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,29/06/2022,29/06/2022,22/12/2022 0:51
#608,3125105,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 17:00  בימי ו' וערבי חג   מ 08:00 עד 14:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,29/06/2022,29/06/2022,22/12/2022 0:51
#609,3125107,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 17:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,30/06/2022,30/06/2022,22/12/2022 0:51
#610,3125113,439,"פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ו'  מ 08:30 עד 13:00     ביתר הימים והשעות  החניה מותרת לכל סוגי הרכב             רכב אחר יגרר",קיים,ועדות,פריקה וטעינה,30/06/2022,30/06/2022,22/12/2022 0:51
#611,3125114,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:30 עד 17:00   ו' וערבי חג   מ 08:30 עד 15:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,30/06/2022,30/06/2022,22/12/2022 0:51
